Q1,Q2,Age,Gender,Education,Race,Income,Health,PRAC1,PRAC2,PRAC3,0_5_95,0_10_90,0_15_85,0_20_80,0_25_75,0_30_70,0_35_65,0_40_60,0_45_55,CATCH1,CATCH2,0.5_5_95,0.5_10_90,0.5_15_85,0.5_20_80,0.5_25_75,0.5_30_70,0.5_35_65,0.5_40_60,0.5_45_55,CATCH1,CATCH2,n0.5_5_95,n0.5_10_90,n0.5_15_85,n0.5_20_80,n0.5_25_75,n0.5_30_70,n0.5_35_65,n0.5_40_60,n0.5_45_55,CATCH1,CATCH2,5_5_95 ,5_10_90,5_15_85,5_20_80,5_25_75,5_30_70,5_35_65,5_40_60,5_45_55,CATCH1,CATCH2,n5_5_95,n5_10_90,n5_15_85,n5_20_80,n5_25_75,n5_30_70,n5_35_65,n5_40_60,n5_45_55,CATCH1,CATCH2,Q241,Q243,Q245,Q247,Q249,Q251,Q173,Q174,Q175,Q176,Q177,Q177_5_TEXT,Q178,Q179,Q179_6_TEXT,Q11,Q13,Q15,Q17,Q19,Q21,Q23,Q25,Q27,Q199_1,Q199_2,Q199_3,Q199_4,Q199_5,Q199_6,Q201_1,Q201_2,Q201_3,Q201_4,Q201_5,Q201_6,Q203_1,Q203_2,Q203_3,Q203_4,Q203_5,Q203_6,Q204_1,Q204_2,Q204_3,Q204_4,Q204_5,Q204_6,Q211,Q213,Q215,Q217,Q219,Q221,Q223,Q225_1,Q225_2,Q227,Q229,Q231,Q233,Q235,Q237,Q224,Q226,Q228,Q230,Q232,Q234,Q236,Q238,Q240,Q242,Q245,SC0,opp,rid,RISN,Q_TotalDuration,collection,rnid,study,PID,psid,K2,med,gc,term,block,LABottomIndex,GSTopIndex,LALow,Enter Embedded Data Field Name Here...,LAHigh,LAScore,InconsistentRange,LS
2,2,53,1,5,1,11,2,1,2,2,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,2,2,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,5,4,4,1,5,1,1,25,1000000,1,4,,2,1,,4,4,7,1,1,2,,1,,2,3,3,3,2,4,2,4,2,2,2,2,2,4,4,4,3,4,2,4,3,4,3,3,500,10,0.1,3,2,2%,2%,10,100,80%,5,1,18,100,3,5,5,5,5,5,4,6,6,5,5,12/7/46,6,Qual2331-0715RandomizerN200,,,745,new,,,1502584273,KgdVRtFeTWyjewFitO8VpQ**,76664,2.26E+13,1,,3,0,1,0.5,,0.5,0.5,1,{Invalid Expression}
2,2,34,1,4,1,10,5,1,2,2,,,,,,,,,,,,1,1,1,2,2,2,2,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,3,5,5,3,1,1,500,5,4,,2,2,,6,1,7,1,10,"2,3,5",,"1,4",,4,2,3,2,4,2,3,2,3,4,2,2,3,2,2,2,2,4,1,4,2,4,3,2,500,1,1,3,2,2%,1 in 50,10,100,1 in 5,20,2,1 in 9,64,3,3,4,4,2,2,4,3,3,4,3,8/31/65,4,Qual2331-0715RandomizerN200,,,1786,new,,,1503775862,KgdVRtFeTWw5jnxOFH3OgA**,76664,2.26E+13,1,,2,0,1,0.5,,0.5,0.5,1,{Invalid Expression}
2,2,50,2,4,1,8,3,1,2,2,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,3,4,4,3,1,Donâ€™t know ,None ,4,2,,2,2,,5,3,5,1,1,2,,,,3,2,3,2,2,2,2,2,2,2,3,3,3,3,2,3,2,4,2,2,2,2,2,2,500,10,1,2,1,10,10,10,100,20,25,1,18,20,3,1,2,3,4,3,2,3,4,2,3,6/19/50,5,Qual2331-0715RandomizerN200,,,1254,new,,,1525346324,KgdVRtFeTWy1yTTVvV7cbA**,76664,2.29E+13,1,,2,0,1,0.5,,0.5,0.5,1,{Invalid Expression}
2,2,57,1,5,1,16,4,1,2,1,1,1,1,1,1,2,1,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,2,4,4,2,1,3,20,3,,,2,6,Was a gamble,5,2,5,2,,,,,,2,3,2,3,2,3,2,4,2,4,2,4,2,4,4,3,1,4,1,4,2,4,3,3,500,50,0.1,3,2,2%,2 in 100 in 10 years,10,100,80%5,5,1,90%,64,2,5,5,5,5,6,5,5,5,4,4,10/22/42,6,Qual2331-0715RandomizerN200,,,822,new,,,1502360954,KgdVRtFeTWxifnYfz4JVZQ**,76664,2.26E+13,1,,1,0,1,0.5,,0.5,0.5,1,{Invalid Expression}
2,2,21,2,4,2,5,4,2,2,1,,,,,,,,,,,,1,1,1,1,2,2,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,4,4,1,1,100,3,3,,2,6,I was somewhat new at investing ,1,7,7,2,,,,,,4,1,4,2,4,1,3,1,3,2,3,3,3,1,2,1,2,3,1,5,1,3,4,1,3,1,1,3,2,10,10,1,1,80,10,1,1,1,3,4,3,3,3,3,3,1,3,4,3,6/6/75,3,Qual2331-0715RandomizerN200,,,1720,new,,,1554697348,KgdVRtFeTWzHW4Qmwpv3rA**,76664,2.34E+13,1,,2,0,1,0.5,,0.5,0.5,1,{Invalid Expression}
2,2,38,1,4,1,6,5,1,1,1,1,1,1,1,1,1,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,5,3,3,3,1,1,300,4,1,,2,4,,1,1,7,2,,,,,,4,2,4,3,4,2,5,2,5,5,2,3,3,2,4,3,1,5,1,5,1,5,4,2,500,10,0.001,3,2,2,2 in 100,10,100,80,5,1,10,64,3,4,3,3,3,3,3,3,3,3,3,9/15/61,4,Qual2331-0715RandomizerN200,,,758,new,,,1503521897,KgdVRtFeTWzrXi2Teg50Aw**,76664,2.26E+13,1,,1,0,1,0.5,,0.5,0.5,1,{Invalid Expression}
2,2,19,1,5,1,15,5,1,2,1,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,1,5,3,1,1,1,1,1,2000,1,1,,2,4,,7,1,7,1,4,"2,5",,1,,3,2,2,1,4,2,4,2,3,4,2,3,3,2,2,4,3,3,2,3,3,4,3,2,500,1,1,3,2,2 per cent                               ,2 per cent,10,100,80,5,1,good,128,2,6,6,6,6,6,6,6,6,5,5,11/20/80,2,Qual2331-0715RandomizerN200,,,834,new,,,1502237769,KgdVRtFeTWzLUrza2W7LbA**,76664,2.26E+13,1,,3,0,1,0.5,,0.5,0.5,1,{Invalid Expression}
2,2,38,2,5,3,13,4,2,2,2,1,2,1,1,2,1,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,4,4,1,5,50000,4,2,,2,1,,4,4,4,2,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,500,1,1,3,2,50,1,10,1,5,0.0002,1,9,5,2,3,3,3,3,3,3,3,3,3,3,6/2/62,4,Qual2331-0715RandomizerN200,,,362,new,,,1502961817,KgdVRtFeTWxHvX3WTkwhAg**,76664,2.26E+13,1,,1,0,1,0.5,,0.5,0.5,1,{Invalid Expression}
2,2,58,2,4,1,4,4,1,2,2,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,4,5,5,2,1,once,1000,4,4,,2,2,,5,3,6,1,3,"2,3",,1,,3,2,2,3,3,2,2,4,2,4,2,4,2,4,2,4,2,4,1,4,2,4,2,2,500,1,1,3,2,double,1 in 50,10,100,not sure,1,1,1,20,2,3,3,4,4,4,3,4,3,4,2,11/10/41,6,Qual2331-0715RandomizerN200,,,1280,new,,,1511012550,KgdVRtFeTWy3h5UStmhoPg**,76664,2.27E+13,1,,2,0,1,0.5,,0.5,0.5,1,{Invalid Expression}
2,2,45,2,4,1,5,4,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,1,2,1,1,2,2,1,2,1,5,4,4,5,5,1,1,1000,5,1,,2,6,my bad nothing to report,5,2,6,1,1,6,neighbor investment suggestion,5,next door neighbor,4,2,4,3,3,3,1,2,3,2,1,2,2,3,3,3,2,3,1,3,1,3,2,2,500,10,1,3,2,2% in 10 years,2 in 100 in 10 years,10,100,1 in 5,5,1,18 of 100,64,3,4,4,5,5,6,5,4,5,5,4,11/24/54,5,Qual2331-0715RandomizerN200,,,856,new,,,1502055186,KgdVRtFeTWzT5D8XV50ADQ**,76664,2.26E+13,1,,5,0,1,0.5,,0.5,0.5,1,{Invalid Expression}
2,2,54,2,3,1,6,3,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,1,2,,,,,,,,,,,,2,4,2,5,2,3,1,1,50000,4,2,,2,2,,1,1,7,1,1,2,,1,,3,2,3,3,3,2,2,3,2,3,2,4,2,3,3,3,2,4,1,4,2,4,3,3,500,10,1,3,2,2,2,10,100,80,1,1,2064,64,3,1,1,3,2,2,2,4,3,4,1,2/14/46,6,Qual2331-0715RandomizerN200,,,931,new,,,1079200586,KgdVRtFeTWwUReWI6uJ4Gg**,76664,1.62E+13,1,,4,0,1,0.5,,0.5,0.5,1,{Invalid Expression}
2,2,25,1,5,3,11,5,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,1,1,1,1,1,2,4,2,4,4,4,4,1,2,"500,000",4,1,,2,2,,5,5,5,2,,,,,,4,4,4,4,4,4,3,3,3,3,3,3,4,4,4,3,3,3,4,3,3,3,3,3,6,45,100,3,3,20,25,1,10,12,10,2,12,10,2,5,4,4,5,4,5,4,3,4,4,1/1/75,3,Qual2331-0715RandomizerN200,,,319,new,,,1504091176,KgdVRtFeTWwOf3M1BNs56w**,76664,2.26E+13,1,,5,0,1,0.5,,0.5,0.5,1,{Invalid Expression}
2,2,40,2,4,1,10,4,1,2,1,1,2,1,1,1,1,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,4,4,4,4,1,1,5000,4,2,,2,5,,4,4,7,1,1,"1,2",,1,,2,1,2,2,4,2,1,1,1,3,1,3,2,1,2,1,1,4,1,4,1,4,1,1,50,10,1,3,2,2,2,10,100,20,1,1,1,14,3,2,2,2,2,2,2,2,2,3,2,4/9/60,4,Qual2331-0715RandomizerN200,,,628,new,,,1524386293,KgdVRtFeTWywunKBU5hBtQ**,76664,2.29E+13,1,,1,0,1,0.5,,0.5,0.5,1,{Invalid Expression}
2,2,38,1,4,1,3,4,2,1,1,,,,,,,,,,,,1,1,1,2,2,1,2,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,2,4,4,3,1,1,1000,4,2,,2,6,it was an investment lose,6,2,6,2,,,,,,3,2,3,2,3,2,2,2,2,3,2,2,2,2,2,2,2,3,2,3,2,3,2,2,500,101,1,3,2,2,2,10,100,80,5,1,50,64,1,2,2,3,2,3,2,2,3,2,2,5/29/62,4,Qual2331-0715RandomizerN200,,,2101,new,,,1502066904,KgdVRtFeTWyV3jPnpEwngQ**,76664,2.26E+13,1,,2,0,1,0.5,,0.5,0.5,1,{Invalid Expression}
2,2,45,2,5,1,3,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,2,2,2,2,2,1,2,4,4,5,4,4,4,1,1,90000,4,1,,2,2,,4,3,7,1,1,2,,1,,4,1,3,2,3,4,2,1,4,2,3,3,3,2,3,2,1,5,2,4,4,2,3,2,500,1,0.1,2,2,2,2,10,100,80,5,2,10,64,3,5,4,6,6,6,5,1,4,2,2,9/9/54,5,Qual2331-0715RandomizerN200,,,592,new,,,1505216808,KgdVRtFeTWztnpNziT11nA**,76664,2.26E+13,1,,5,0,1,0.5,,0.5,0.5,1,{Invalid Expression}
2,2,57,1,3,1,2,3,1,1,1,,,,,,,,,,,,1,1,1,1,2,2,2,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,4,2,5,2,1,17,"6,000,000",4,5,various,2,2,,6,3,7,1,14,6,various,,,2,4,2,1,4,2,4,4,2,4,2,3,2,3,3,3,3,4,2,4,2,4,2,4,500,10,0.1,3,2,2%,2%,10,100,80,5,1,10%,64,3,5,5,5,5,5,5,4,3,4,4,7/9/43,6,Qual2331-0715RandomizerN200,,,1591,new,,,1502067368,KgdVRtFeTWwbLWJ197BUIA**,76664,2.26E+13,1,,2,0,1,0.5,,0.5,0.5,1,{Invalid Expression}
2,2,50,2,3,1,10,4,1,2,2,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,5,4,4,4,1,2,5000,4,2,,2,4,,5,2,5,2,,,,,,2,3,2,4,2,4,1,3,2,3,3,3,2,3,3,3,2,3,1,3,3,3,2,2,500,5,2,3,3,a,8,10,100,20,500,1,2,4,2,1,2,3,2,2,4,2,3,3,4,5/27/50,5,Qual2331-0715RandomizerN200,,,445,new,,,1502772826,KgdVRtFeTWxXclSe_o1W-w**,76664,2.26E+13,1,,2,0,1,0.5,,0.5,0.5,1,{Invalid Expression}
2,2,34,2,5,3,16,4,1,1,1,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,4,4,3,3,1,2,100000,4,1,,2,4,,6,2,6,1,2,3,,3,,2,1,2,2,2,1,1,1,1,3,1,2,2,1,1,1,1,4,1,4,1,4,1,2,500,10,0.1,3,2,2%,2 in 100,10,100,20%,5,1,50%,100,3,5,5,5,5,5,5,5,5,4,4,12/10/65,4,Qual2331-0715RandomizerN200,,,437,new,,,1507114668,KgdVRtFeTWxL19UmUq7nwA**,76664,2.27E+13,1,,2,0,1,0.5,,0.5,0.5,1,{Invalid Expression}
2,2,53,2,4,1,4,5,1,2,2,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,2,2,2,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,1,5,5,5,4,5,1,6,500,4,1,,2,6,My fault,7,1,7,1,2,"2,3",,1,,4,2,4,2,4,2,2,3,2,4,2,2,2,2,1,1,2,4,1,3,2,4,2,2,60,1,1,3,2,1 in 5 or 2 in 10,B,10,100,80,5,1,1,72,3,5,4,5,5,5,4,5,3,4,2,8/21/46,6,Qual2331-0715RandomizerN200,,,1456,new,,,1504704305,KgdVRtFeTWx4FY_4K4Q2Mw**,76664,2.26E+13,1,,3,0,1,0.5,,0.5,0.5,1,{Invalid Expression}
2,2,44,2,4,1,6,5,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,1,2,3,3,2,5,2,2,1,1,50000,4,3,,2,5,,2,4,6,2,,,,,,4,2,3,2,4,2,2,2,1,4,2,4,3,4,4,4,2,4,1,4,2,4,3,2,500,10,0.1,3,2,22 in 100,2 in 100,10,100,80%,5,1,10%,64,1,5,5,5,5,5,4,3,5,4,3,11/15/55,5,Qual2331-0715RandomizerN200,,,471,new,,,1131864524,KgdVRtFeTWxFkK6eAlJZcw**,76664,1.70E+13,1,,5,0,1,0.5,,0.5,0.5,1,{Invalid Expression}
2,2,11,2,4,1,10,4,1,1,2,2,2,1,2,1,1,2,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,4,4,4,4,1,1,3000,4,2,,,,,4,2,7,2,,,,,,2,2,2,2,3,2,2,2,2,3,2,3,2,2,2,2,2,4,1,2,2,3,2,2,500,10,0.1,3,2,2%,2%,10,100,80,5,1,More than likely,64,1,5,5,5,6,6,5,5,4,5,3,2/1/89,2,Qual2331-0715RandomizerN200,,,1393,new,,,1594807081,KgdVRtFeTWwkyI6hHbVmlg**,76664,2.40E+13,1,,1,0,1,0.5,,0.5,0.5,1,{Invalid Expression}
2,2,48,2,4,1,6,5,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,1,2,4,4,4,3,4,4,1,1,Donâ€™t remember,4,2,,2,2,,7,1,7,1,1,,,1,,4,1,4,2,4,1,1,1,4,4,4,4,4,3,3,3,1,4,1,4,1,4,4,1,50,3,0,3,2,2%,2,10,100,20,50,1,90,64,3,4,4,4,4,4,4,4,3,5,5,5/5/52,5,Qual2331-0715RandomizerN200,,,1318,new,,,1503880460,KgdVRtFeTWzdSfdyqjA21w**,76664,2.26E+13,1,,5,0,1,0.5,,0.5,0.5,1,{Invalid Expression}
2,2,41,1,3,1,5,3,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,1,2,4,4,3,4,2,3,1,1,5000,1,3,,2,6,went to court still lost,1,4,4,1,1,5,,3,,2,3,2,3,1,3,1,2,1,3,2,2,2,2,2,2,1,4,1,3,1,3,1,3,500,0,0.1,3,2,2,1 in 50,10,100,1 in 5,5,1,9,64,1,1,1,2,1,2,2,3,3,4,1,11/1/58,5,Qual2331-0715RandomizerN200,,,952,new,,,1503576879,KgdVRtFeTWw0qGyyZb8x8g**,76664,2.26E+13,1,,5,0,1,0.5,,0.5,0.5,1,{Invalid Expression}
2,2,52,2,3,1,8,3,2,2,2,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,1,5,4,2,1,1,1,1,4000,4,4,,2,2,,4,1,7,2,,,,,,3,2,3,3,4,4,1,4,2,3,1,4,2,4,2,4,1,4,2,4,1,4,2,3,500,1,1,3,2,2%2%,2,10,10080%,80,2,1,90%,64,3,2,1,2,1,6,6,6,2,3,3,7/24/48,6,Qual2331-0715RandomizerN200,,,1053,new,,,1577010250,KgdVRtFeTWzq5oHl0ru_uA**,76664,2.37E+13,1,,3,0,1,0.5,,0.5,0.5,1,{Invalid Expression}
2,2,52,2,4,1,2,3,1,1,1,,,,,,,,,,,,,,,,,,,,,,,2,2,2,1,1,1,1,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,2,4,4,4,4,4,1,1,10000,4,4,,2,6,Did not realize it at the time,1,4,6,2,,,,,,2,1,2,3,1,3,1,2,1,2,1,3,2,2,2,2,1,4,1,4,1,4,1,1,500,10,0.01,3,2,2%,2%,10,100,20%,5,1,10,64,3,3,2,3,3,4,3,4,4,3,3,5/18/48,6,Qual2331-0715RandomizerN200,,,1735,new,,,1364482336,KgdVRtFeTWx2DWddcd8Agg**,76664,2.05E+13,1,,3,0,1,0.5,,0.5,0.5,1,{Invalid Expression}
2,2,58,1,5,1,5,5,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,2,2,1,2,1,2,1,2,,,,,,,,,,,,2,4,3,4,4,4,1,over the years it's happened a few times,"once it was $3,000",4,4,,2,2,,1,2,5,1,3,"5,6",someone I knew made the offer,"2,3",,2,2,2,3,2,2,1,2,2,2,1,4,2,4,4,3,1,4,2,3,1,4,2,1,500,10,0.1,3,2,2%,2%,10,100,80%,5,1,18%,64,3,6,5,6,5,6,6,5,5,3,4,9/16/41,6,Qual2331-0715RandomizerN200,,,1194,new,,,1503530724,KgdVRtFeTWw0EGm4qGre5Q**,76664,2.26E+13,1,,4,0,1,0.5,,0.5,0.5,1,{Invalid Expression}
2,2,58,2,5,1,16,4,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,1,2,5,1,5,5,5,5,1,3,500,4,2,,2,6,just and option with limited loss,5,2,7,1,1,2,,1,,4,1,3,2,3,3,2,2,2,4,2,2,2,2,1,1,1,3,1,4,2,3,3,1,500,10,1,2,1,2,2,10,100,80,50,1,90%,64,3,5,5,5,5,5,4,6,6,5,4,3/22/42,6,Qual2331-0715RandomizerN200,,,1305,new,,,1505896224,KgdVRtFeTWwTNqeFoOHDnA**,76664,2.26E+13,1,,5,0,1,0.5,,0.5,0.5,1,{Invalid Expression}
2,2,59,2,3,1,6,4,2,2,1,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,4,5,5,4,3,3,1,3,1000,3,4,,2,4,,6,1,7,1,5,"2,5",,5,salesperson,4,1,3,2,4,2,1,2,3,4,2,3,2,2,2,2,1,4,1,4,2,4,3,1,2500,10,0.01,3,2,20%,2%,10,1,20%,1,1,10%,64,3,3,3,4,2,3,2,1,3,4,2,4/1/41,6,Qual2331-0715RandomizerN200,,,883,new,,,1610956496,KgdVRtFeTWyERFeQJbqXDQ**,76664,2.42E+13,1,,3,0,1,0.5,,0.5,0.5,1,{Invalid Expression}
2,2,46,2,3,1,5,4,1,2,2,1,1,1,1,1,1,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,4,4,1,once was enough,can't recall - couple thousand all together I think.  Bad investment advisor.,5,4,,2,1,,5,1,7,1,1,2,,1,,3,2,2,2,3,2,2,1,2,2,2,3,2,3,2,1,2,4,2,4,2,3,2,2,500,10,0.001,3,2,2%,2 in 100,10,100,20%,5,1,9%,64,1,4,4,4,4,4,4,5,4,5,4,11/1/53,5,Qual2331-0715RandomizerN200,,,1205,new,,,1504093649,KgdVRtFeTWycyA6mtT2oSw**,76664,2.26E+13,1,,1,0,1,0.5,,0.5,0.5,1,{Invalid Expression}
2,2,35,1,2,1,16,4,2,2,2,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,4,2,4,3,1,2,35000,3,4,,2,2,,4,1,7,2,,,,,,5,1,4,2,5,2,3,2,3,4,2,2,2,2,2,2,1,4,1,4,1,4,3,1,500,10,0.1,3,2,2%in ten years,2%,10,100,80%,5,1,10%,64,1,5,5,5,5,5,5,3,4,5,3,6/11/65,4,Qual2331-0715RandomizerN200,,,772,new,,,1502055102,KgdVRtFeTWyU0KyomphkRA**,76664,2.26E+13,1,,2,0,1,0.5,,0.5,0.5,1,{Invalid Expression}
2,2,36,2,4,1,4,3,1,2,2,2,2,2,2,2,2,2,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,5,4,5,5,1,1,200000,4,4,,2,4,,4,3,6,1,1,2,,1,,3,2,3,2,3,2,3,2,3,3,3,2,3,2,2,2,2,3,2,3,2,3,3,2,500,10,0.1,3,2,2%,2 in 100,10,100,5%,5,1,90%,64,3,5,5,5,5,5,5,5,5,3,4,5/11/64,4,Qual2331-0715RandomizerN200,,,480,new,,,1504718751,KgdVRtFeTWybAkkpNbIBrg**,76664,2.26E+13,1,,1,0,1,0.5,,0.5,0.5,1,{Invalid Expression}
2,2,60,1,4,1,3,3,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,1,2,1,2,2,1,2,3,4,3,3,3,3,1,at least 2/3 of the time,several thousands,4,4,,2,2,,3,6,6,1,1,2,,3,,3,2,3,2,3,2,1,2,2,3,2,2,2,2,2,2,2,3,1,3,2,4,2,1,50,10,10,2,2,2,2,10,100,80,5,1,18,64,1,4,4,5,4,4,4,4,5,4,4,7/30/40,6,Qual2331-0715RandomizerN200,,,1904,new,,,1338582467,KgdVRtFeTWyeN73SZ1kTvw**,76664,2.01E+13,1,,5,0,1,0.5,,0.5,0.5,1,{Invalid Expression}
2,2,62,1,2,1,5,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,5,2,4,2,3,4,1,3,"250,000",3,1,,2,2,,5,1,5,1,1,2,,1,,3,2,2,2,2,3,2,3,2,2,2,4,2,3,2,3,1,4,1,4,1,3,2,1,500,10,1,1,2,2,1000,10,100,20,1,2,9,64,1,2,2,3,2,2,2,2,3,3,2,11/8/37,7,Qual2331-0715RandomizerN200,,,1102,new,,,1502415722,KgdVRtFeTWw0vcxznGorPg**,76664,2.26E+13,1,,3,0,1,0.5,,0.5,0.5,1,{Invalid Expression}
2,2,45,1,6,3,7,5,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,1,1,1,1,1,1,2,,,,,,,,,,,,5,5,5,5,5,5,1,don't know,don't remember,5,2,,2,2,,1,1,1,2,,,,,,1,1,4,1,4,1,1,1,1,5,3,1,1,1,3,1,1,5,1,5,1,5,1,1,20,1,1,3,2,20,2,10,1,20,1,1,10,64,1,1,1,1,1,1,1,1,1,1,1,9/25/54,5,Qual2331-0715RandomizerN200,,,717,new,,,1348159309,KgdVRtFeTWxOc_rfhSo20A**,76664,2.03E+13,1,,4,0,1,0.5,,0.5,0.5,1,{Invalid Expression}
2,2,59,1,2,1,6,5,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,2,2,2,2,1,1,2,4,4,4,2,4,4,1,6,20000,4,1,,2,2,,2,2,7,1,2,2,,1,,2,1,2,2,3,2,3,2,1,3,2,2,2,2,2,2,1,2,1,2,2,3,2,1,500,10,0.001,3,2,2,1 in 50,10,100,80 outof 100,50,1,50,64,1,1,1,1,1,1,1,1,1,3,1,9/3/40,6,Qual2331-0715RandomizerN200,,,834,new,,,1502056841,KgdVRtFeTWzDbMJn1LMYAg**,76664,2.26E+13,1,,5,0,1,0.5,,0.5,0.5,1,{Invalid Expression}
2,2,16,1,5,3,10,4,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,1,2,2,2,2,2,1,2,,,,,,,,,,,,5,2,5,4,3,4,1,1,1000,5,4,,2,1,,7,6,6,2,,,,,,3,2,3,4,2,3,1,4,1,1,4,4,2,4,3,4,1,2,1,3,2,4,3,1,400,100,1,3,2,2%,1 in 50,10,100,80 of 100,100,1,9,16,3,2,1,3,2,3,2,4,5,3,3,9/12/83,2,Qual2331-0715RandomizerN200,,,2955,new,,,1502437772,KgdVRtFeTWzEIOVcs-JyWw**,76664,2.26E+13,1,,4,0,1,0.5,,0.5,0.5,1,{Invalid Expression}
2,2,56,2,3,1,3,4,1,2,2,2,2,2,2,2,2,2,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,4,4,4,3,1,1,"20,000",4,2,,2,4,,4,2,5,2,,,,,,4,2,3,1,3,1,1,1,1,5,3,3,2,3,3,3,1,5,1,5,1,5,4,3,500,10,1,3,2,2,10,10,100,80,5,1,10%,64,2,2,2,3,3,2,2,4,4,4,4,2/10/45,6,Qual2331-0715RandomizerN200,,,802,new,,,1504445239,KgdVRtFeTWzDk_XPNHj92w**,76664,2.26E+13,1,,1,0,1,0.5,,0.5,0.5,1,{Invalid Expression}
