"ID","Age","Gender","Education","Race","Income","Health","PRAC1","PRAC2","PRAC3","X0_5_95","X0_10_90","X0_15_85","X0_20_80","X0_25_75","X0_30_70","X0_35_65","X0_40_60","X0_45_55","CATCH1","CATCH2","X0.5_5_95","X0.5_10_90","X0.5_15_85","X0.5_20_80","X0.5_25_75","X0.5_30_70","X0.5_35_65","X0.5_40_60","X0.5_45_55","CATCH1.1","CATCH2.1","n0.5_5_95","n0.5_10_90","n0.5_15_85","n0.5_20_80","n0.5_25_75","n0.5_30_70","n0.5_35_65","n0.5_40_60","n0.5_45_55","CATCH1.2","CATCH2.2","X5_5_95","X5_10_90","X5_15_85","X5_20_80","X5_25_75","X5_30_70","X5_35_65","X5_40_60","X5_45_55","CATCH1.3","CATCH2.3","n5_5_95","n5_10_90","n5_15_85","n5_20_80","n5_25_75","n5_30_70","n5_35_65","n5_40_60","n5_45_55","CATCH1.4","CATCH2.4","Q241","Q243","Q245","Q247","Q249","Q251","Q173","Q174","Q175","Q176","Q177","Q177_5_TEXT","Q178","Q179","Q179_6_TEXT","Q11","Q13","Q15","Q17","Q19","Q21","Q23","Q25","Q27","Q199_1","Q199_2","Q199_3","Q199_4","Q199_5","Q199_6","Q201_1","Q201_2","Q201_3","Q201_4","Q201_5","Q201_6","Q203_1","Q203_2","Q203_3","Q203_4","Q203_5","Q203_6","Q204_1","Q204_2","Q204_3","Q204_4","Q204_5","Q204_6","Q211","Q213","Q215","Q217","Q219","Q221","Q223","Q225_1","Q225_2","Q227","Q229","Q231","Q233","Q235","Q237","Q224","Q226","Q228","Q230","Q232","Q234","Q236","Q238","Q240","Q242","Q245.1"
51,57,"1","4","1","6","5","1","1","1","1","1","1","1","1","1","1","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","5","5","3","3","3","1","1","300","4","1","","2","4","","1","1","7","2","","","","","","4","2","4","3","4","2","5","2","5","5","2","3","3","2","4","3","1","5","1","5","1","5","4","2","500","10","0.001","3","2","2","2 in 100","10","100","80","5","1","10","64","3","4","3","3","3","3","3","3","3","3","3","9/15/61"
52,38,"1","5","1","15","5","1","2","1","","","","","","","","","","","","","","","","","","","","","","","2","2","2","2","2","2","2","2","2","1","2","","","","","","","","","","","","","","","","","","","","","","","1","5","3","1","1","1","1","1","2000","1","1","","2","4","","7","1","7","1","4","2,5","","1","","3","2","2","1","4","2","4","2","3","4","2","3","3","2","2","4","3","3","2","3","3","4","3","2","500","1","1","3","2","2 per cent                               ","2 per cent","10","100","80","5","1","good","128","2","6","6","6","6","6","6","6","6","5","5","11/20/80"
53,57,"2","5","3","13","4","2","2","2","1","2","1","1","2","1","1","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","4","4","4","4","4","1","5","50000","4","2","","2","1","","4","4","4","2","","","","","","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","500","1","1","3","2","50","1","10","1","5","0.0002","1","9","5","2","3","3","3","3","3","3","3","3","3","3","6/2/62"
54,77,"2","4","1","4","4","1","2","2","","","","","","","","","","","","2","2","2","2","2","2","2","2","2","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","4","4","5","5","2","1","once","1000","4","4","","2","2","","5","3","6","1","3","2,3","","1","","3","2","2","3","3","2","2","4","2","4","2","4","2","4","2","4","2","4","1","4","2","4","2","2","500","1","1","3","2","double","1 in 50","10","100","not sure","1","1","1","20","2","3","3","4","4","4","3","4","3","4","2","11/10/41"
55,64,"2","4","1","5","4","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","2","2","1","2","1","1","2","2","1","2","1","5","4","4","5","5","1","1","1000","5","1","","2","6","my bad nothing to report","5","2","6","1","1","6","neighbor investment suggestion","5","next door neighbor","4","2","4","3","3","3","1","2","3","2","1","2","2","3","3","3","2","3","1","3","1","3","2","2","500","10","1","3","2","2% in 10 years","2 in 100 in 10 years","10","100","1 in 5","5","1","18 of 100","64","3","4","4","5","5","6","5","4","5","5","4","11/24/54"
56,73,"2","3","1","6","3","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2","2","2","2","2","2","2","2","1","2","","","","","","","","","","","","2","4","2","5","2","3","1","1","50000","4","2","","2","2","","1","1","7","1","1","2","","1","","3","2","3","3","3","2","2","3","2","3","2","4","2","3","3","3","2","4","1","4","2","4","3","3","500","10","1","3","2","2","2","10","100","80","1","1","2064","64","3","1","1","3","2","2","2","4","3","4","1","2/14/46"
57,44,"1","5","3","11","5","2","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2","2","2","2","1","1","1","1","1","2","4","2","4","4","4","4","1","2","500,000","4","1","","2","2","","5","5","5","2","","","","","","4","4","4","4","4","4","3","3","3","3","3","3","4","4","4","3","3","3","4","3","3","3","3","3","6","45","100","3","3","20","25","1","10","12","10","2","12","10","2","5","4","4","5","4","5","4","3","4","4","1/1/75"
58,59,"2","4","1","10","4","1","2","1","1","2","1","1","1","1","1","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","3","4","4","4","4","1","1","5000","4","2","","2","5","","4","4","7","1","1","1,2","","1","","2","1","2","2","4","2","1","1","1","3","1","3","2","1","2","1","1","4","1","4","1","4","1","1","50","10","1","3","2","2","2","10","100","20","1","1","1","14","3","2","2","2","2","2","2","2","2","3","2","4/9/60"
59,57,"1","4","1","3","4","2","1","1","","","","","","","","","","","","1","1","1","2","2","1","2","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","4","2","4","4","3","1","1","1000","4","2","","2","6","it was an investment lose","6","2","6","2","","","","","","3","2","3","2","3","2","2","2","2","3","2","2","2","2","2","2","2","3","2","3","2","3","2","2","500","101","1","3","2","2","2","10","100","80","5","1","50","64","1","2","2","3","2","3","2","2","3","2","2","5/29/62"
60,64,"2","5","1","3","1","2","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","2","2","2","2","2","2","2","1","2","4","4","5","4","4","4","1","1","90000","4","1","","2","2","","4","3","7","1","1","2","","1","","4","1","3","2","3","4","2","1","4","2","3","3","3","2","3","2","1","5","2","4","4","2","3","2","500","1","0.1","2","2","2","2","10","100","80","5","2","10","64","3","5","4","6","6","6","5","1","4","2","2","9/9/54"
61,76,"1","3","1","2","3","1","1","1","","","","","","","","","","","","1","1","1","1","2","2","2","2","2","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","4","4","2","5","2","1","17","6,000,000","4","5","various","2","2","","6","3","7","1","14","6","various","","","2","4","2","1","4","2","4","4","2","4","2","3","2","3","3","3","3","4","2","4","2","4","2","4","500","10","0.1","3","2","2%","2%","10","100","80","5","1","10%","64","3","5","5","5","5","5","5","4","3","4","4","7/9/43"
62,69,"2","3","1","10","4","1","2","2","","","","","","","","","","","","2","2","2","2","2","2","2","2","2","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","4","5","4","4","4","1","2","5000","4","2","","2","4","","5","2","5","2","","","","","","2","3","2","4","2","4","1","3","2","3","3","3","2","3","3","3","2","3","1","3","3","3","2","2","500","5","2","3","3","a","8","10","100","20","500","1","2","4","2","1","2","3","2","2","4","2","3","3","4","5/27/50"
63,53,"2","5","3","16","4","1","1","1","","","","","","","","","","","","2","2","2","2","2","2","2","2","2","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","4","4","4","3","3","1","2","100000","4","1","","2","4","","6","2","6","1","2","3","","3","","2","1","2","2","2","1","1","1","1","3","1","2","2","1","1","1","1","4","1","4","1","4","1","2","500","10","0.1","3","2","2%","2 in 100","10","100","20%","5","1","50%","100","3","5","5","5","5","5","5","5","5","4","4","12/10/65"
64,72,"2","4","1","4","5","1","2","2","","","","","","","","","","","","","","","","","","","","","","","1","2","2","2","2","2","2","2","2","1","2","","","","","","","","","","","","","","","","","","","","","","","1","5","5","5","4","5","1","6","500","4","1","","2","6","My fault","7","1","7","1","2","2,3","","1","","4","2","4","2","4","2","2","3","2","4","2","2","2","2","1","1","2","4","1","3","2","4","2","2","60","1","1","3","2","1 in 5 or 2 in 10","B","10","100","80","5","1","1","72","3","5","4","5","5","5","4","5","3","4","2","8/21/46"
65,63,"2","4","1","6","5","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2","2","2","2","2","2","2","2","1","2","3","3","2","5","2","2","1","1","50000","4","3","","2","5","","2","4","6","2","","","","","","4","2","3","2","4","2","2","2","1","4","2","4","3","4","4","4","2","4","1","4","2","4","3","2","500","10","0.1","3","2","22 in 100","2 in 100","10","100","80%","5","1","10%","64","1","5","5","5","5","5","4","3","5","4","3","11/15/55"
66,30,"2","4","1","10","4","1","1","2","2","2","1","2","1","1","2","2","2","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","3","4","4","4","4","1","1","3000","4","2","","","","","4","2","7","2","","","","","","2","2","2","2","3","2","2","2","2","3","2","3","2","2","2","2","2","4","1","2","2","3","2","2","500","10","0.1","3","2","2%","2%","10","100","80","5","1","More than likely","64","1","5","5","5","6","6","5","5","4","5","3","2/1/89"
67,67,"2","4","1","6","5","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2","2","2","2","2","2","2","2","1","2","4","4","4","3","4","4","1","1","Donâ€™t remember","4","2","","2","2","","7","1","7","1","1","","","1","","4","1","4","2","4","1","1","1","4","4","4","4","4","3","3","3","1","4","1","4","1","4","4","1","50","3","0","3","2","2%","2","10","100","20","50","1","90","64","3","4","4","4","4","4","4","4","3","5","5","5/5/52"
68,60,"1","3","1","5","3","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2","2","2","2","2","2","2","2","1","2","4","4","3","4","2","3","1","1","5000","1","3","","2","6","went to court still lost","1","4","4","1","1","5","","3","","2","3","2","3","1","3","1","2","1","3","2","2","2","2","2","2","1","4","1","3","1","3","1","3","500","0","0.1","3","2","2","1 in 50","10","100","1 in 5","5","1","9","64","1","1","1","2","1","2","2","3","3","4","1","11/1/58"
69,71,"2","3","1","8","3","2","2","2","","","","","","","","","","","","","","","","","","","","","","","2","2","2","2","2","2","2","2","2","1","2","","","","","","","","","","","","","","","","","","","","","","","1","5","4","2","1","1","1","1","4000","4","4","","2","2","","4","1","7","2","","","","","","3","2","3","3","4","4","1","4","2","3","1","4","2","4","2","4","1","4","2","4","1","4","2","3","500","1","1","3","2","2%2%","2","10","10080%","80","2","1","90%","64","3","2","1","2","1","6","6","6","2","3","3","7/24/48"
70,71,"2","4","1","2","3","1","1","1","","","","","","","","","","","","","","","","","","","","","","","2","2","2","1","1","1","1","1","2","1","2","","","","","","","","","","","","","","","","","","","","","","","2","4","4","4","4","4","1","1","10000","4","4","","2","6","Did not realize it at the time","1","4","6","2","","","","","","2","1","2","3","1","3","1","2","1","2","1","3","2","2","2","2","1","4","1","4","1","4","1","1","500","10","0.01","3","2","2%","2%","10","100","20%","5","1","10","64","3","3","2","3","3","4","3","4","4","3","3","5/18/48"
71,77,"1","5","1","5","5","2","2","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","2","1","2","2","1","2","1","2","1","2","","","","","","","","","","","","2","4","3","4","4","4","1","over the years it's happened a few times","once it was $3,000","4","4","","2","2","","1","2","5","1","3","5,6","someone I knew made the offer","2,3","","2","2","2","3","2","2","1","2","2","2","1","4","2","4","4","3","1","4","2","3","1","4","2","1","500","10","0.1","3","2","2%","2%","10","100","80%","5","1","18%","64","3","6","5","6","5","6","6","5","5","3","4","9/16/41"
72,77,"2","5","1","16","4","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2","2","2","2","2","2","2","2","1","2","5","1","5","5","5","5","1","3","500","4","2","","2","6","just and option with limited loss","5","2","7","1","1","2","","1","","4","1","3","2","3","3","2","2","2","4","2","2","2","2","1","1","1","3","1","4","2","3","3","1","500","10","1","2","1","2","2","10","100","80","50","1","90%","64","3","5","5","5","5","5","4","6","6","5","4","3/22/42"
73,78,"2","3","1","6","4","2","2","1","","","","","","","","","","","","","","","","","","","","","","","2","2","2","2","2","2","2","2","2","1","2","","","","","","","","","","","","","","","","","","","","","","","4","5","5","4","3","3","1","3","1000","3","4","","2","4","","6","1","7","1","5","2,5","","5","salesperson","4","1","3","2","4","2","1","2","3","4","2","3","2","2","2","2","1","4","1","4","2","4","3","1","2500","10","0.01","3","2","20%","2%","10","1","20%","1","1","10%","64","3","3","3","4","2","3","2","1","3","4","2","4/1/41"
74,65,"2","3","1","5","4","1","2","2","1","1","1","1","1","1","1","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","3","3","3","4","4","1","once was enough","can't recall - couple thousand all together I think.  Bad investment advisor.","5","4","","2","1","","5","1","7","1","1","2","","1","","3","2","2","2","3","2","2","1","2","2","2","3","2","3","2","1","2","4","2","4","2","3","2","2","500","10","0.001","3","2","2%","2 in 100","10","100","20%","5","1","9%","64","1","4","4","4","4","4","4","5","4","5","4","11/1/53"
75,54,"1","2","1","16","4","2","2","2","","","","","","","","","","","","2","2","2","2","2","2","2","2","2","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","5","4","2","4","3","1","2","35000","3","4","","2","2","","4","1","7","2","","","","","","5","1","4","2","5","2","3","2","3","4","2","2","2","2","2","2","1","4","1","4","1","4","3","1","500","10","0.1","3","2","2%in ten years","2%","10","100","80%","5","1","10%","64","1","5","5","5","5","5","5","3","4","5","3","6/11/65"
76,55,"2","4","1","4","3","1","2","2","2","2","2","2","2","2","2","2","2","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","4","5","4","5","5","1","1","200000","4","4","","2","4","","4","3","6","1","1","2","","1","","3","2","3","2","3","2","3","2","3","3","3","2","3","2","2","2","2","3","2","3","2","3","3","2","500","10","0.1","3","2","2%","2 in 100","10","100","5%","5","1","90%","64","3","5","5","5","5","5","5","5","5","3","4","5/11/64"
77,79,"1","4","1","3","3","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","2","1","1","2","1","2","2","1","2","3","4","3","3","3","3","1","at least 2/3 of the time","several thousands","4","4","","2","2","","3","6","6","1","1","2","","3","","3","2","3","2","3","2","1","2","2","3","2","2","2","2","2","2","2","3","1","3","2","4","2","1","50","10","10","2","2","2","2","10","100","80","5","1","18","64","1","4","4","5","4","4","4","4","5","4","4","7/30/40"
78,81,"1","2","1","5","2","2","2","2","","","","","","","","","","","","","","","","","","","","","","","2","2","2","2","2","2","2","2","2","1","2","","","","","","","","","","","","","","","","","","","","","","","5","2","4","2","3","4","1","3","250,000","3","1","","2","2","","5","1","5","1","1","2","","1","","3","2","2","2","2","3","2","3","2","2","2","4","2","3","2","3","1","4","1","4","1","3","2","1","500","10","1","1","2","2","1000","10","100","20","1","2","9","64","1","2","2","3","2","2","2","2","3","3","2","11/8/37"
79,64,"1","6","3","7","5","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2","2","2","1","1","1","1","1","1","2","","","","","","","","","","","","5","5","5","5","5","5","1","don't know","don't remember","5","2","","2","2","","1","1","1","2","","","","","","1","1","4","1","4","1","1","1","1","5","3","1","1","1","3","1","1","5","1","5","1","5","1","1","20","1","1","3","2","20","2","10","1","20","1","1","10","64","1","1","1","1","1","1","1","1","1","1","1","9/25/54"
80,78,"1","2","1","6","5","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","2","2","2","2","2","2","1","1","2","4","4","4","2","4","4","1","6","20000","4","1","","2","2","","2","2","7","1","2","2","","1","","2","1","2","2","3","2","3","2","1","3","2","2","2","2","2","2","1","2","1","2","2","3","2","1","500","10","0.001","3","2","2","1 in 50","10","100","80 outof 100","50","1","50","64","1","1","1","1","1","1","1","1","1","3","1","9/3/40"
81,35,"1","5","3","10","4","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2","2","1","2","2","2","2","2","1","2","","","","","","","","","","","","5","2","5","4","3","4","1","1","1000","5","4","","2","1","","7","6","6","2","","","","","","3","2","3","4","2","3","1","4","1","1","4","4","2","4","3","4","1","2","1","3","2","4","3","1","400","100","1","3","2","2%","1 in 50","10","100","80 of 100","100","1","9","16","3","2","1","3","2","3","2","4","5","3","3","9/12/83"
82,75,"2","3","1","3","4","1","2","2","2","2","2","2","2","2","2","2","2","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","4","4","4","4","3","1","1","20,000","4","2","","2","4","","4","2","5","2","","","","","","4","2","3","1","3","1","1","1","1","5","3","3","2","3","3","3","1","5","1","5","1","5","4","3","500","10","1","3","2","2","10","10","100","80","5","1","10%","64","2","2","2","3","3","2","2","4","4","4","4","2/10/45"
83,62,"1","5","1","8","2","1","1","1","","","","","","","","","","","","","","","","","","","","","","","1","2","2","2","2","2","2","2","2","1","2","","","","","","","","","","","","","","","","","","","","","","","4","5","3","4","4","4","1","Unsure","Unsure","5","1","","2","1","","7","1","7","2","","","","","","3","2","3","2","3","3","1","1","3","3","1","3","2","2","2","2","2","4","2","4","2","4","1","1","500","100","0.1","3","2","2%","2%","10","100","Unknown","5","1","9%","64","3","5","5","5","5","5","5","5","5","5","4","1/10/57"
84,37,"2","6","1","16","4","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2","2","2","2","2","2","2","2","1","2","","","","","","","","","","","","2","4","4","4","3","2","1","2","850","3","4","","2","2","","6","2","5","2","","","","","","3","2","3","2","4","1","2","2","3","4","2","3","2","2","3","2","1","3","2","3","2","3","2","1","500","10","0.1","3","2","2%","2 in 100","10","100","80 out of 100","5","1","90%","64","1","4","4","5","4","5","4","4","5","4","3","1/12/82"
85,62,"1","4","1","10","3","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2","2","2","2","2","2","2","2","1","2","","","","","","","","","","","","4","1","4","4","3","3","1","2","8500","3","2","","2","2","","1","4","7","1","2","2","","1","","3","1","2","2","1","1","1","2","1","4","2","2","2","2","1","2","2","3","1","2","2","3","1","1","500","10","1","3","2","2","1 in 50","10","100","80","5","1","2","64","2","4","3","4","3","5","4","4","4","4","4","4/16/60"
86,48,"1","2","3","3","3","1","2","1","2","2","2","2","2","2","2","2","2","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","5","5","5","5","5","1","1","100","4","3","","2","4","","4","1","7","2","","","","","","5","3","5","4","4","4","3","3","5","4","3","4","3","3","3","2","3","4","4","5","3","4","4","3","360","900","33","2","2","2","200","25","250","80","5","2","8","10","2","6","4","6","5","4","5","4","4","4","4","2/12/71"
87,63,"1","3","1","5","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2","2","2","2","2","2","2","2","1","2","1","1","4","4","4","4","1","1","25000","4","1","","2","2","","7","3","7","1","2","5","","1","","4","1","4","1","4","1","4","1","4","4","1","4","1","1","4","1","1","4","1","4","1","4","1","1","500","10","1","3","2","2","2","10","100","2","2","1","50","25","2","1","1","3","1","3","1","6","6","5","3","7/3/56"
88,56,"2","3","1","3","4","1","2","1","","","","","","","","","","","","2","2","2","2","2","2","2","2","2","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","4","4","4","3","4","1","7","69000","4","2","","2","1","","3","3","3","2","","","","","","3","3","4","2","3","2","3","3","3","3","3","3","2","3","3","3","2","4","1","4","3","4","2","2","500","10","1","3","2","2%","2 in 100 in 10 years","10","100","80","5","1","0.09","128","3","3","3","3","3","3","3","3","3","3","3","9/12/62"
89,62,"1","4","1","3","2","1","1","2","2","1","1","1","1","1","1","2","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","3","3","4","4","4","1","1","20000","4","2","","2","2","","3","5","5","1","1","2","","1","","2","3","2","2","2","1","1","3","1","3","3","4","1","2","2","3","1","4","2","2","1","3","2","5","500","10","0.1","3","2","2%","2 in 100","10","1","80","5","1","18 of 100","64","1","5","5","4","5","5","5","5","4","3","4","11/28/56"
90,30,"2","3","3","3","5","2","1","2","2","2","2","2","1","2","2","2","2","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","3","3","3","3","3","1","1","P","2","2","","2","3","","7","7","3","2","","","","","","3","3","3","2","3","4","4","4","4","4","2","2","2","3","3","4","3","3","4","4","4","4","4","4","1","1","1","2","1","A","A","10","100","80","5","1","0","0","2","3","3","4","4","3","3","3","3","3","3","6/30/89"
91,76,"2","3","1","3","4","2","2","1","","","","","","","","","","","","","","","","","","","","","","","1","2","1","1","2","2","2","2","2","1","2","","","","","","","","","","","","","","","","","","","","","","","2","4","2","4","2","5","1","1","25 K","4","2","","2","2","","2","1","7","2","","","","","","4","1","3","2","4","2","3","3","2","4","2","3","2","3","1","4","1","4","1","5","1","5","3","1","500","10","1","2","2","2%","2","10","10","80%","5","1","9","64","1","3","3","3","3","3","3","4","2","3","3","12/15/43"
92,49,"2","4","1","8","3","1","2","1","","","","","","","","","","","","2","2","2","2","2","2","2","2","2","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","4","2","4","3","3","1","1","2000","4","2","","2","5","","3","3","6","2","","","","","","2","3","2","4","3","4","2","2","2","2","4","4","2","2","2","3","2","3","3","3","3","2","2","2","500","1","1","3","2","2","2","10","100","80","1","1","90","128","3","5","4","4","4","5","3","4","1","3","2","6/28/70"
93,52,"2","5","1","8","3","1","2","2","2","1","2","2","2","2","2","2","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","4","2","4","4","3","1","unknown","unknown","3","2","","2","6","market","2","4","3","1","1","1","","1","","2","2","2","2","2","2","1","3","2","2","1","4","2","2","1","1","2","2","2","3","2","3","1","1","500","10","0.01","3","2","2% in ten years","2 in 100 years","10","100","2 out of 10","5","1","50%","64","3","4","4","4","3","3","4","3","3","3","3","2/15/67"
94,56,"1","5","1","5","3","1","2","2","","","","","","","","","","","","2","2","1","2","1","1","1","1","2","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","5","2","2","5","5","1","don't recall","don't recall","4","2","","2","4","","5","1","6","1","10","1,3","","1","","2","3","2","2","4","2","2","1","3","3","1","4","2","4","4","3","1","3","2","4","2","3","1","2","500","10","1000","3","2","2%","1 in 50 in ten years","10","100","one out of five","5","1","9 out of 10","64","3","5","4","5","5","6","4","4","4","4","2","12/28/62"
95,78,"1","4","1","9","4","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2","2","2","2","2","2","2","2","1","2","","","","","","","","","","","","3","5","3","5","3","5","1","1","1000","4","5","bankrupt","2","6","not much money","4","1","7","2","","","","","","4","1","3","1","2","1","3","1","3","4","3","4","2","2","2","1","1","5","1","4","2","4","3","1","500","10","100","3","2","2","2","10","100","80","0.005","1","1","7","1","5","5","5","5","5","5","3","5","5","3","8/5/40"
96,36,"2","5","1","3","3","1","2","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2","2","2","2","2","2","2","2","1","2","","","","","","","","","","","","3","3","4","4","4","3","1","1","Not sure","4","1","","2","2","","4","4","7","1","1","4","","1,5","Investment wrbsire","3","4","2","5","3","3","1","3","2","2","3","4","2","2","2","4","1","3","1","4","4","3","1","5","500","1","0.01","3","2","2","1 in 200","10","100","20","50","1","1 on 10","124","1","5","4","4","4","5","3","5","5","5","4","10/7/82"
97,78,"1","5","1","7","4","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","2","1","1","1","2","2","1","2","4","4","3","3","4","4","1","once","$5,000 ","4","1","","2","6","price of oil went down","7","1","7","2","","","","","","4","1","4","2","4","2","2","1","4","4","4","3","3","3","2","2","1","4","1","4","1","4","3","1","50","10","0.0001","3","2","2%","1 in 50","10","1001","80%","5","1","10%","64","3","4","4","4","2","4","3","5","5","5","4","1/4/41"
98,35,"1","1","4","6","5","1","2","1","2","2","1","1","2","1","1","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","3","3","4","3","3","1","1","1000","2","2","","2","1","","5","3","7","2","","","","","","2","2","2","2","3","2","2","2","2","2","2","2","1","2","2","2","1","4","2","3","2","4","3","1","500","100","0.1","3","2","2","2","10","100","20%","5","2","The second option","64","3","3","4","4","4","4","4","3","4","3","3","1/18/84"
99,77,"2","3","1","7","4","1","1","2","","","","","","","","","","","","2","2","2","2","2","2","2","2","2","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","4","4","2","3","3","1","1","10,000","5","4","","2","2","","4","1","7","2","","","","","","2","2","2","2","3","2","2","1","2","3","2","2","1","1","2","2","2","2","1","3","2","3","2","1","600","100","1","3","2","2","2","10","100","80","5","1","does not have","100","3","1","1","1","1","1","1","1","1","4","2","11/13/41"
100,43,"2","3","1","9","3","2","2","2","","","","","","","","","","","","","","","","","","","","","","","2","2","2","2","2","2","2","2","2","1","2","","","","","","","","","","","","","","","","","","","","","","","4","3","4","4","4","4","1","2","100","3","3","","2","2","","5","1","7","2","","","","","","2","3","3","3","2","2","2","3","2","4","2","3","2","2","2","3","1","4","2","4","2","4","3","2","500","10","5","3","2","2","2","10","100","20","100","1","10","6","2","4","1","3","4","5","4","2","3","4","2","8/29/75"
101,62,"2","5","1","16","5","1","2","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","2","2","2","2","1","1","2","2","1","2","","","","","","","","","","","","1","5","5","5","5","5","1","1","10,000","4","1","","2","1","","3","1","7","2","","","","","","5","1","4","2","4","2","4","1","4","4","4","3","2","3","3","3","1","4","1","4","1","4","4","2","500","10","1","3","2","2 percent2 in ","2 in 200","10","100","80 percent 10","10","1","9","64","3","1","1","1","1","1","1","2","5","5","3","11/13/56"
102,64,"2","2","1","2","4","2","2","2","","","","","","","","","","","","","","","","","","","","","","","1","2","2","2","2","2","2","2","2","1","2","","","","","","","","","","","","","","","","","","","","","","","4","4","4","2","4","2","1","1","3500","4","4","","2","2","","1","4","3","1","2","2","","1","","4","2","4","3","4","2","1","2","1","3","2","3","1","3","3","3","1","4","1","5","2","4","2","3","500","10","1","3","2","2%","2","90","900","2 out of 10","5","1","yes she has a tumor","64","1","3","3","3","3","2","2","3","4","4","4","2/19/55"
103,75,"1","2","1","10","4","1","2","1","","","","","","","","","","","","","","","","","","","","","","","2","2","2","2","2","2","2","2","2","1","2","","","","","","","","","","","","","","","","","","","","","","","1","5","5","5","3","3","1","1","$15,000 ","4","3","","","4","","4","2","6","1","1","2,5","","1,2","","4","1","4","2","4","2","3","2","4","4","3","2","2","2","3","2","2","4","1","4","2","4","3","1","500","10","0.01","3","2","2% in 10 years","1 in 50 in 19 years","10","100","80 out of 100","5","1","9 out of 10 or 90%","64","1","5","5","5","5","5","5","6","4","5","4","7/21/44"
